id,title,description,category,priority,is_fake,is_duplicate,is_anomaly
248,Portal not accessible on mobile browsers,The student portal is not accessible on mobile browsers. Students who do not have laptops or desktops cannot access their timetables grades or exam schedules conveniently.,ADMINISTRATIVE,MEDIUM,false,false,false
249,Late fee notification via student portal only,The accounts office issues due date reminders only through the student portal which many students do not check regularly. This results in avoidable late fee penalties.,ADMINISTRATIVE,LOW,false,false,false
250,Event permission request ignored,I submitted a formal request to organize a technical event through the student activity cell. The request was submitted six weeks ago and has received no response.,ADMINISTRATIVE,LOW,false,false,false
251,Hostel food same every day,The hostel mess serves the same menu every single day with no variety. Students are paying for a full meal plan but the nutritional diversity and quality are completely unacceptable.,HOSTEL,LOW,false,false,false
252,Room heater not provided in winter,Students in the northern hostel block have no room heaters despite temperatures dropping below 5 degrees Celsius. Several students have fallen sick with cold and flu.,HOSTEL,HIGH,false,false,false
253,Hostel room shared by too many students,My hostel room originally designed for two students now houses four. There is no space to place luggage or study at the desk. The allocation change was made without consent.,HOSTEL,MEDIUM,false,false,false
254,Students smoking in hostel corridors,Smoking is taking place openly in hostel corridors affecting non-smoking students including those with respiratory conditions. The warden is aware but takes no enforcement action.,HOSTEL,MEDIUM,false,false,false
255,Hostel staff demanding tips,Hostel housekeeping staff are demanding tips from students in exchange for cleaning their rooms and have been leaving rooms unclean when tips are not given.,HOSTEL,MEDIUM,false,false,true
256,Noise disturbance in hostel during exam week,Students living in one section of the hostel are holding loud gatherings even during examination week. The warden does not enforce any quiet hours during this critical period.,HOSTEL,HIGH,false,false,false
257,Hostel admission waitlist not transparent,The hostel waitlist process is not transparent. Students who applied earlier than others have been allotted rooms later without any explanation of how priority is determined.,HOSTEL,MEDIUM,false,false,false
258,Hostel complaint register not maintained,When I tried to enter my complaint in the hostel complaint register I was told by the warden that no such register exists. The college policy requires one to be maintained.,HOSTEL,MEDIUM,false,false,false
259,Hostel maintenance requests ignored,I submitted three written maintenance requests over six weeks for a broken ceiling fan in my room. None of the requests have been acknowledged or acted upon.,HOSTEL,MEDIUM,false,false,false
260,Prohibited items found during room search,During a hostel room search conducted without prior notice prohibited items were found in my room. I was penalised but I did not bring those items. The process was not impartial.,HOSTEL,HIGH,false,false,false
261,Bus passes not valid on alternate routes,My bus pass is valid only for one specific route. When that bus breaks down or is cancelled there is no provision to board an alternate college bus leaving me stranded.,TRANSPORTATION,MEDIUM,false,false,false
262,Waiting area at bus stop has no benches,The bus waiting area outside the college has no seating. Students with heavy bags wait for up to 30 minutes in the sun and rain with no shelter or facility.,TRANSPORTATION,LOW,false,false,false
263,Bus route covers no student residential area,The college bus routes were designed years ago and no longer cover areas where most current students live. A large proportion of students have to arrange their own transport.,TRANSPORTATION,MEDIUM,false,false,false
264,New student not informed of bus facility,I was not informed that a college bus facility exists or how to register for it during admission orientation. I have been paying private auto fares for three months unnecessarily.,TRANSPORTATION,LOW,false,false,false
265,Bus conductor misbehaving with students,The conductor of Bus Route 6 speaks rudely to students and has on two occasions physically pushed students while collecting bus passes. Complaints to the transport office have been verbal only.,TRANSPORTATION,HIGH,false,false,false
266,No bus during state holidays,The college has classes on some state government holidays but no bus service is provided. Students on bus routes are not informed in advance and must arrange alternate transport.,TRANSPORTATION,MEDIUM,false,false,false
267,Incorrect bus route on college website,The bus route information on the college website is outdated and does not match actual routes. New students relying on this information are missing their buses on the first day.,TRANSPORTATION,LOW,false,false,false
268,Bus fee increased mid-year,The college bus fee was increased mid-academic year by Rs 500 per month. The increase was announced only one week in advance with no justification.,TRANSPORTATION,MEDIUM,false,false,false
269,Driver using phone while driving,The driver of the Route 5 bus uses a mobile phone while driving on the highway. Multiple students have reported this safety concern to the transport office with no action taken.,TRANSPORTATION,CRITICAL,false,false,false
270,Bus not stopping at designated stop,The college bus regularly bypasses one of the designated pick-up stops without reason. Students at that stop frequently miss the bus and are late for morning classes.,TRANSPORTATION,MEDIUM,false,false,false
271,Library books reserved but not available,I reserved a book through the online library reservation system and received a confirmation. When I went to collect it I was told the book was not available and the system had an error.,LIBRARY,MEDIUM,false,false,false
272,Library charging for borrower card,The library is charging students Rs 200 for a borrower card that was previously provided free. No official policy change was communicated to students.,LIBRARY,LOW,false,false,false
273,Newspaper and magazine section neglected,The newspaper and magazine reading section in the library has not been restocked for six months. Publications that are more than half a year old are still the newest available.,LIBRARY,LOW,false,false,false
274,Library blocking social media on study Wi-Fi,The library Wi-Fi is blocking access to several academic websites including GitHub ResearchGate and certain international university library portals used for research.,LIBRARY,MEDIUM,false,false,false
275,Missing pages in newly acquired books,Several books recently acquired by the library have missing or misprinted pages. These defects should have been identified before making them available to students.,LIBRARY,LOW,false,false,false
276,No accessibility features in digital library,The digital library portal has no accessibility features for visually impaired students. There are no text-to-speech options keyboard navigation or contrast settings.,LIBRARY,HIGH,false,false,false
277,Faculty hoarding multiple copies,A faculty member has borrowed seven copies of the same textbook using student IDs without student knowledge. Students in that course cannot borrow the required book.,LIBRARY,HIGH,false,false,true
278,Library helpdesk understaffed,There is only one library staff member on duty on most days. Students queue for extended periods to borrow return or request assistance. The help desk is often unattended.,LIBRARY,MEDIUM,false,false,false
279,Old edition books only in library,The library holds only old editions of key textbooks while the syllabus references the latest editions. The differences between editions cause confusion and incorrect learning.,LIBRARY,MEDIUM,false,false,false
280,No provision for book donation,Several students and alumni have offered to donate books to the library. There is no process or point of contact for receiving donated books and the offers have been turned down.,LIBRARY,LOW,false,false,false
281,Protective gear not provided in welding lab,Students in the Mechanical Engineering welding laboratory are not provided with welding shields or protective aprons. This is a serious safety violation in a high-risk activity.,LABORATORY,CRITICAL,false,false,true
282,Lab reports not marked fairly,Laboratory reports have not been returned after grading and students have no idea what marks they received or what errors were made. There is no feedback on laboratory performance.,LABORATORY,MEDIUM,false,false,false
283,Equipment booking system biased,The equipment reservation system in the research laboratory always shows certain projects as having priority over others with no published allocation policy.,LABORATORY,MEDIUM,false,false,false
284,No drinking water near lab block,There is no drinking water facility near the laboratory block. Students conducting three-hour practicals must walk to the main building to drink water.,LABORATORY,LOW,false,false,false
285,Lab instructor absent without notice,The laboratory instructor for the Networks lab was absent for three consecutive sessions without informing students. The sessions were held without supervision.,LABORATORY,HIGH,false,false,false
286,Expensive consumables not provided,Students are required to purchase their own consumables for laboratory experiments that were listed as provided in the fee schedule. This is an additional financial burden.,LABORATORY,MEDIUM,false,false,false
287,Lab timings conflicting with prayer times,The laboratory sessions have been scheduled during Friday afternoon prayer times without consideration for Muslim students who need to leave campus briefly.,LABORATORY,MEDIUM,false,false,false
288,Sensitive equipment left unattended,Expensive and sensitive laboratory equipment is regularly left unattended overnight. There have been instances of unexplained damage and wear suggesting misuse.,LABORATORY,HIGH,false,false,false
289,Safety data sheets not accessible,Safety data sheets for hazardous chemicals are not posted in the chemistry laboratory. Students handling chemicals have no immediate reference for handling emergencies.,LABORATORY,CRITICAL,false,false,true
290,Lab exam dates not communicated early,The dates for practical examinations are announced only one week in advance. Students with multiple practicals scheduled close together do not have adequate preparation time.,LABORATORY,MEDIUM,false,false,false
291,No formal complaint box on campus,There is no physical complaint box anywhere on campus. The only avenue for complaints is direct communication with office staff which many students are afraid to use.,OTHER,MEDIUM,false,false,false
292,College website information outdated,The college website shows faculty profiles for professors who left the institution two years ago and does not list current faculty. Prospective students and visitors are misled.,OTHER,LOW,false,false,false
293,No sexual harassment committee visible,The Internal Complaints Committee as mandated by the POSH Act appears to exist only on paper. There is no visibility of its members contact information or complaint procedure.,OTHER,CRITICAL,false,false,true
294,Student ID not working for campus access,My student ID card is not activating the electronic access control for the library and computer lab. I was told the card needs to be reprogrammed but the IT office has not done this for three weeks.,OTHER,MEDIUM,false,false,false
295,Printing quota too low,The printing quota allocated to each student per semester is insufficient for the volume of assignments reports and project documents required. Students are spending heavily on external printing.,OTHER,LOW,false,false,false
296,No acknowledgment of complaint submitted,I submitted a formal written complaint to the principal's office three weeks ago. I have not received any acknowledgment and when I enquire I am told to wait without being given a reference number.,OTHER,MEDIUM,false,false,false
297,Classroom keys misplaced regularly,Classroom keys are misplaced by staff regularly causing the first fifteen to twenty minutes of each class to be wasted while students and faculty wait outside. This is a systemic problem.,OTHER,LOW,false,false,false
298,No peer learning programme,The college has no structured peer learning or tutoring programme. Students who need additional help have no institutional support between classes and formal tutoring.,OTHER,LOW,false,false,false
299,Exam results portal down on result day,The examination result portal consistently crashes on the day results are released due to high simultaneous access. Students have to wait for days to access their results.,OTHER,HIGH,false,false,false
300,No alumni interaction programme,The college has no programme connecting current students with alumni for career guidance mentorship or networking. Many students are unaware of career paths in their field.,OTHER,LOW,false,false,false
301,Abusive language used by professor,The professor teaching Engineering Mathematics uses abusive language in class when students ask questions. This behaviour has been reported verbally to the HOD but continues.,ACADEMIC,CRITICAL,false,false,false
302,Assignment deadline changed without notice,The deadline for the term assignment was moved forward by one week without consulting students. Many had planned their submissions around the original deadline and could not comply.,ACADEMIC,HIGH,false,false,false
303,Course material not uploaded on portal,The professor has not uploaded any course material study notes or reference links on the student portal. Students are entirely dependent on whatever is covered in class.,ACADEMIC,MEDIUM,false,false,false
304,Supplementary exam result delayed,I appeared in the supplementary examination six months ago. My result has not yet been declared and I am unable to register for the next year of study.,ACADEMIC,HIGH,false,false,false
305,Duplicate grievance about grading,My mid-semester exam paper was graded incorrectly. I scored full marks in three questions but was given partial credit without explanation despite requesting re-evaluation.,ACADEMIC,HIGH,false,true,false
306,Online exam platform crashed during exam,The online examination platform crashed midway through my paper. I lost my progress and was given only ten minutes of additional time which was grossly insufficient.,ACADEMIC,CRITICAL,false,false,true
307,Professor attending class only 30% of time,Based on the class attendance record that was accidentally displayed the professor has attended only 30% of scheduled classes. The remaining were either cancelled or taken by an unqualified substitute.,ACADEMIC,HIGH,false,false,false
308,Marks deducted for handwriting,A professor deducted marks from students' written answers citing poor handwriting rather than the correctness of the answer. This is not a valid criterion in the marking scheme.,ACADEMIC,MEDIUM,false,false,false
309,Extra credit not counted,I submitted optional extra credit work as announced by the professor. When marks were released the extra credit had not been factored in and the professor says it was never mandatory.,ACADEMIC,LOW,false,false,false
310,Question paper out of syllabus,The end-semester examination question paper contained questions from topics not included in the syllabus as communicated to students. Multiple students could not answer large portions of the paper.,ACADEMIC,HIGH,false,false,false
311,Rainwater entering classroom through roof,The classroom in Block C second floor has a damaged roof from which rainwater leaks during monsoon. Students and equipment are at risk and classes cannot be conducted during rain.,INFRASTRUCTURE,HIGH,false,false,false
312,No ramp for wheelchair access in library,The library entrance has only steps with no ramp. A student using a wheelchair cannot enter the library independently. This violates disability accessibility norms.,INFRASTRUCTURE,HIGH,false,false,false
313,Generator exhaust near classroom windows,The generator exhaust pipe is located directly below the windows of Classroom 102. Fumes from the generator enter the classroom during power cuts making the environment unhealthy.,INFRASTRUCTURE,HIGH,false,false,true
314,Electrical wiring not covered in corridors,Exposed electrical wiring can be seen hanging from the ceiling in multiple corridors of the old academic block. This is a serious safety hazard that has been present for months.,INFRASTRUCTURE,CRITICAL,false,false,true
315,ATM on campus not working for weeks,The only ATM on the campus has been non-functional for three weeks. Students who rely on cash for canteen purchases and local vendors are inconvenienced.,INFRASTRUCTURE,LOW,false,false,false
316,Insufficient seating in canteen,The canteen has seating for only eighty students during lunch hours when more than four hundred students visit. Students eat standing or on staircases causing hygiene and safety issues.,INFRASTRUCTURE,MEDIUM,false,false,false
317,Projector screen torn in classroom,The projector screen in Room 108 is torn and does not display clearly. All visual presentations in this room are affected. The issue has been reported but no repair has been made.,INFRASTRUCTURE,LOW,false,false,false
318,No emergency light in stairways,The stairways in the academic block have no emergency lighting. During a recent fire drill the stairs were pitch dark when the main power was simulated as cut.,INFRASTRUCTURE,CRITICAL,false,false,true
319,Water leaking from lab sink into electrical panel,Water from the laboratory sink is dripping into the electrical panel in the wall below. This is an extremely dangerous combination that could cause electrocution.,INFRASTRUCTURE,CRITICAL,false,false,true
320,Boundary wall too low near girls hostel,The boundary wall near the girls hostel is only four feet high in one section. This is a serious security concern and has been reported to administration with no remedial action.,INFRASTRUCTURE,HIGH,false,false,false
321,Ragging complaint dismissed without inquiry,I filed a formal ragging complaint with the anti-ragging committee. The committee dismissed the complaint in two days without conducting any formal inquiry or speaking to witnesses.,HARASSMENT,CRITICAL,false,false,false
322,Student photographs shared without consent,Photographs taken during a college event were shared on the institution's official social media accounts without obtaining consent from all students appearing in them.,HARASSMENT,MEDIUM,false,false,false
323,Professor giving preferential project topics,The professor distributes research project topics by personal preference giving interesting and marketable topics to favoured students while assigning generic topics to others.,HARASSMENT,MEDIUM,false,false,false
324,Class representative abusing position,The class representative has been misusing their position by selectively informing certain students about class cancellations and examination schedule changes.,HARASSMENT,MEDIUM,false,false,false
325,Student account hacked and misused,A student's college email account appears to have been hacked. Emails are being sent from the account to faculty and administration in the student's name without their knowledge.,HARASSMENT,CRITICAL,false,false,true
326,Seniors blocking access to senior student,A group of seniors has been physically blocking a junior student's entry to the college cafeteria for two weeks and telling them to eat only at specific times.,HARASSMENT,HIGH,false,false,false
327,Faculty demanding personal favours,A faculty member has been suggesting to students that personal favours such as accompanying them to events will result in better internal assessment marks.,HARASSMENT,CRITICAL,false,false,false
328,Humiliation in front of parents,During a parent-teacher meeting a professor humiliated a student by sharing private academic struggles and personal details in front of other parents without the student's consent.,HARASSMENT,HIGH,false,false,false
329,Student isolated by entire class,An entire section is ignoring and isolating one student based on instructions from a senior student. The isolated student is experiencing severe psychological distress.,HARASSMENT,CRITICAL,false,false,false
330,False academic complaint by rival student,A student filed a false academic misconduct complaint against a rival to gain competitive advantage. The complaint led to a disciplinary proceeding that took three months to resolve.,HARASSMENT,HIGH,false,false,false
331,Caution money used without permission,The caution money deposited by students for laboratory equipment has been used for other purposes without student consent. This was revealed during an accidental disclosure at a faculty meeting.,FINANCIAL,HIGH,false,false,true
332,Scholarship stopped without explanation,My merit scholarship which was active for two years has suddenly stopped being credited. No explanation or notice has been provided and the scholarship office is unresponsive.,FINANCIAL,HIGH,false,false,false
333,Fee structure different from brochure,The fee structure currently being charged by the college accounts office is significantly higher than what was published in the admission brochure I received. The difference is Rs 18000 per year.,FINANCIAL,HIGH,false,false,false
334,Bus fee collected but service stopped,The annual bus fee was collected at the start of the semester. The bus service for our route was discontinued in the middle of the semester due to low ridership without refunding the fee.,FINANCIAL,HIGH,false,false,false
335,Sports kit not provided despite fee,A sports kit development fee is included in the fee structure. No sports kit has ever been provided to students and no explanation is given when students ask.,FINANCIAL,LOW,false,false,false
336,Exam form fee collected twice,Students in one section were asked to pay the examination form fee twice. The second collection was unofficial and no receipts were issued.,FINANCIAL,HIGH,false,false,true
337,Fee waiver approval not communicated,My fee waiver application was submitted in June. I have received no approval or rejection and the accounts office is charging late fees for unpaid dues that should be covered by the waiver.,FINANCIAL,HIGH,false,false,false
338,Laboratory breakage charges unfair,Laboratory breakage charges are being deducted uniformly from all students regardless of whether the breakage occurred in their session or whether they were responsible.,FINANCIAL,MEDIUM,false,false,false
339,Canteen token system not transparent,The canteen token system used for subsidized meals has an opaque balance system. Students cannot see how many tokens remain or review their transaction history.,FINANCIAL,LOW,false,false,false
340,Scholarship distributed but taxed informally,A portion of the scholarship amount disbursed to students is being informally deducted as an administrative fee before crediting. No documentation or authorization exists for this deduction.,FINANCIAL,CRITICAL,false,false,true
341,Principal not available for complaint,I have been trying to meet the Principal to file a formal complaint for three weeks. Every visit to the office results in being told the Principal is unavailable.,ADMINISTRATIVE,MEDIUM,false,false,false
342,Complaint acknowledgment not given,After filing a written complaint with the administration office I was not given any acknowledgment receipt or reference number. There is no way to track whether the complaint was received.,ADMINISTRATIVE,MEDIUM,false,false,false
343,Wrong date of birth on university record,My date of birth is incorrectly recorded in the university academic record. This is causing issues with government identification documents and job applications.,ADMINISTRATIVE,HIGH,false,false,false
344,Student welfare fund applications ignored,Applications for emergency student welfare fund assistance have been submitted by three students in financial crisis. All three applications have been pending for over two months.,ADMINISTRATIVE,HIGH,false,false,false
345,Annual report of the college incorrect,The annual report submitted by the college to the regulatory body contains data that does not match ground reality including inflated placement numbers.,ADMINISTRATIVE,HIGH,false,false,true
346,Anti-ragging form not accepted,Students are being asked to submit the anti-ragging undertaking form again despite having already submitted it during admission. The original submissions appear to have been lost.,ADMINISTRATIVE,MEDIUM,false,false,false
347,Change of address not updated,I updated my address in the college records six months ago. All official correspondence is still being sent to my old address causing me to miss important notifications.,ADMINISTRATIVE,LOW,false,false,false
348,Internal examination dates clash with industry event,The internal examination dates were scheduled on the same days as a major national-level industry event that several students were representing the college at.,ADMINISTRATIVE,HIGH,false,false,false
349,Examination result withheld without reason,My examination result for the fourth semester has been withheld without any communication of the reason. The examination section says there is a query but has not specified what it is.,ADMINISTRATIVE,HIGH,false,false,false
350,Student file lost by administration,My original admission documents which were submitted to and retained by the administration office have been lost. The office cannot locate the file and has asked me to resubmit all documents.,ADMINISTRATIVE,HIGH,false,false,false
351,Hostel warden playing favourites,The hostel warden grants extended curfew passes and other privileges to a select group of students while denying the same requests from others without justification.,HOSTEL,MEDIUM,false,false,false
352,Hostel mess closed during examination week,The hostel mess was closed for two days during the end-semester examination week citing staff leave. Students preparing for exams had no food facility on campus.,HOSTEL,CRITICAL,false,false,false
353,Cockroaches in hostel dining area,Cockroaches have been spotted on multiple occasions in the hostel dining area near food preparation counters. This is a serious hygiene violation that the warden has not addressed.,HOSTEL,HIGH,false,false,false
354,New hostel residents not given proper induction,New residents joining the hostel mid-semester were not given any induction about rules facilities emergency contacts or complaint procedures. They are completely uninformed.,HOSTEL,LOW,false,false,false
355,Hostel room locks changed without notice,The locks on all hostel rooms were changed overnight without prior notice. Students who returned late were unable to enter their rooms and no spare keys were available.,HOSTEL,HIGH,false,false,false
356,Hostel residents denied re-entry after vacation,Several hostel residents returning after the Diwali vacation were denied entry because their re-entry passes had expired by one day. No grace period had been communicated.,HOSTEL,MEDIUM,false,false,false
357,No working washroom on ground floor hostel,Both washrooms on the ground floor of the boys hostel are non-functional due to plumbing failures. More than forty students are sharing two washrooms on upper floors.,HOSTEL,HIGH,false,false,false
358,Hostel menu not displayed in advance,The hostel mess does not display its weekly menu in advance. Students with dietary restrictions or allergies cannot plan their meals and are often surprised by dishes they cannot eat.,HOSTEL,LOW,false,false,false
359,Night guard sleeping on duty,The night security guard at the hostel gate is consistently found asleep. Unauthorised persons have entered the hostel multiple times during night hours.,HOSTEL,HIGH,false,false,false
360,Student locked out of hostel room by roommate,A student is being locked out of their shared hostel room by their roommate during late-night study sessions. The dispute has been raised with the warden who has not intervened.,HOSTEL,HIGH,false,false,false
361,College bus GPS tracking not working,The GPS tracking feature on the college bus app has not been functional for two months. Students cannot track the bus arrival time and consistently miss it.,TRANSPORTATION,LOW,false,false,false
362,Bus schedule not matching academic calendar,The bus schedule has not been updated to reflect the revised academic calendar. During examination days buses operate on a normal timetable which does not match student needs.,TRANSPORTATION,MEDIUM,false,false,false
363,Bus breaking down frequently,The bus on Route 2 has broken down four times this month. Students are stranded on the highway each time and no emergency transport is ever sent.,TRANSPORTATION,HIGH,false,false,false
364,Bus driver refusing entry after certain stop,The bus driver on Route 4 refuses to allow new passengers to board after a certain stop claiming the bus is full even when seats are clearly visible. Students at later stops are always left behind.,TRANSPORTATION,MEDIUM,false,false,false
365,No bus service on exam rescheduled days,When examinations are rescheduled to a Saturday no bus service is provided. Students must arrange private transport at short notice and additional cost.,TRANSPORTATION,HIGH,false,false,false
366,Students asked to pay extra on bus,The bus conductor is collecting cash payments from students who do not have their pass claiming it is for issuing temporary passes. No official receipts are given for this collection.,TRANSPORTATION,HIGH,false,false,true
367,Bus registration number not matching permit,Students noticed that the bus operating on Route 3 has a registration number different from the one listed on the permit displayed inside the vehicle. This may be a compliance violation.,TRANSPORTATION,HIGH,false,false,true
368,No water cooler on college bus,During peak summer days the college bus has no access to drinking water for students on journeys lasting over an hour. Students are dehydrated by the time they reach college.,TRANSPORTATION,MEDIUM,false,false,false
369,Bus making unauthorised stops,The college bus regularly makes unofficial stops that are not on the designated route to allow the driver's acquaintances to board. This adds fifteen minutes to the journey.,TRANSPORTATION,MEDIUM,false,false,false
370,No feedback mechanism for transport issues,There is no official mechanism for students to report transport complaints. The transport office phone number goes unanswered and there is no email or online form available.,TRANSPORTATION,MEDIUM,false,false,false
371,Library issuing books already borrowed,The library system issued me a book that was already checked out to another student. When I went to collect it the book was not available and the librarian could not explain the error.,LIBRARY,LOW,false,false,false
372,Duplicate fine charges in library system,I received two fine notices for the same book return. When I pointed this out the librarian acknowledged it might be an error but said I needed to pay both and claim a refund later.,LIBRARY,MEDIUM,false,false,true
373,Reading list books not in library catalogue,The reading list provided by the professor for the research methodology course lists twelve titles. Nine of them are not available in the library catalogue at all.,LIBRARY,HIGH,false,false,false
374,Library Wi-Fi slower than mobile data,The library Wi-Fi is slower than mobile data networks. Students who rely on the library internet for research and project work find it practically unusable during peak hours.,LIBRARY,MEDIUM,false,false,false
375,Book condition very poor,Many books in the library are in very poor physical condition with torn binding broken spines and missing pages. New students are being issued damaged books without disclosure.,LIBRARY,LOW,false,false,false
376,Library staff not trained on new system,Following the library software upgrade the staff have not been trained on the new system. Students experience delays and errors when borrowing or returning books.,LIBRARY,MEDIUM,false,false,false
377,No notification for book availability,The library system does not send notifications when a reserved book becomes available. Students have missed their opportunity to borrow reserved books because they were not informed.,LIBRARY,LOW,false,false,false
378,Library membership not recognised after transfer,After transferring from another institution my previous library membership was not recognised and I was made to pay a fresh membership fee despite the inter-college transfer arrangement.,LIBRARY,LOW,false,false,false
379,Important reference books locked in faculty section,Several important reference books required for final-year project work are locked in the faculty-only section of the library and cannot be accessed by students at all.,LIBRARY,HIGH,false,false,false
380,Library fine receipts not provided,The library is collecting fines in cash but not issuing receipts for these payments. Students have no proof of fine payment and risk being asked to pay again.,LIBRARY,MEDIUM,false,false,true
381,Radioactive material stored unsafely in lab,A physics laboratory has radioactive material stored in a cabinet that is not secured with a radiation warning label or proper shielding. Students are unaware of the hazard.,LABORATORY,CRITICAL,false,false,true
382,Lab practical marks not disclosed,Students were not informed of their individual practical marks before the final practical examination. This prevents them from understanding where improvement is needed.,LABORATORY,MEDIUM,false,false,false
383,Practical timetable clashes with theory exams,The timetable for practical examinations overlaps with theory end-semester examinations for three subjects. No resolution has been offered by the examination section.,LABORATORY,CRITICAL,false,false,true
384,Outdated lab manuals contradict syllabus,The laboratory manuals being followed are based on an older syllabus. Several experiments listed are no longer part of the course and vice versa creating confusion.,LABORATORY,HIGH,false,false,false
385,Lab assistant favouring students,The laboratory assistant gives better observation records and more time to certain students based on personal relationships. Other students complete experiments in a rush.,LABORATORY,HIGH,false,false,false
386,Animal lab conditions inhumane,The zoology laboratory conditions for live specimens are inhumane. Animals are kept in overcrowded conditions without adequate food or water.,LABORATORY,CRITICAL,false,false,true
387,No independent verification of weights,The weighing instruments in the chemistry laboratory are not independently verified. Students doing analytical chemistry experiments are getting wildly inconsistent results.,LABORATORY,HIGH,false,false,false
388,Lab key held by single person,The key to the computer science research laboratory is held by a single staff member who is frequently absent. Students with scheduled access cannot enter the lab.,LABORATORY,MEDIUM,false,false,false
389,Lab marks given without conducting viva,Laboratory final marks were awarded to several students without conducting the mandatory viva examination. This benefits those who did not prepare but penalises those who did.,LABORATORY,HIGH,false,false,false
390,Lab experiments repeated from previous year,The same set of experiments conducted last year is being repeated this year without any new additions. Students in the same lab course for two years have done nothing new.,LABORATORY,MEDIUM,false,false,false
391,No counselling for examination anxiety,There is no institutional support for students experiencing examination anxiety. Multiple students have dropped out or deferred examinations due to anxiety with no early intervention.,OTHER,HIGH,false,false,false
392,Cultural fest cancelled last minute,The annual cultural fest was cancelled one day before the event without explanation. Students and performers who had been preparing for weeks received no compensation or acknowledgment.,OTHER,MEDIUM,false,false,false
393,No orientation programme for freshers,New students received no formal orientation programme. They were unaware of facilities rules grievance procedures academic systems or campus geography for weeks.,OTHER,MEDIUM,false,false,false
394,Campus visitation policy too restrictive,The campus visitation policy prohibits parents from visiting students in the hostel or academic block without prior administrative approval. This is overly restrictive and stressful for families.,OTHER,LOW,false,false,false
395,No transparency in internal transfer policy,The policy for internal transfers between departments is not publicly available. Students applying for transfers are given conflicting information by different administrative staff.,OTHER,MEDIUM,false,false,false
396,No space for student clubs,Student technical and cultural clubs have no dedicated space to meet and work. They are forced to use stairways corridors and outdoor areas for club activities.,OTHER,LOW,false,false,false
397,Fake grievance duplicate of 305,My exam was graded incorrectly and I deserve a re-evaluation. The professor has not responded to any of my requests regarding my mid-semester paper.,ACADEMIC,HIGH,true,true,false
398,Incomplete grievance submission test,.,OTHER,LOW,true,false,false
399,College newspaper suppressed,The student newspaper published an article about administrative irregularities. The entire print run was confiscated by administration and the student editors were threatened with suspension.,OTHER,CRITICAL,false,false,true
400,No provision for remote learning accommodation,Students who missed classes due to documented medical emergencies are not provided with any remote learning accommodation or recorded lecture access. They fall behind permanently.,OTHER,HIGH,false,false,false
401,Professor using personal examples to embarrass students,A professor regularly uses students as negative examples in lecture to illustrate wrong approaches citing them by name in front of the class without consent.,ACADEMIC,HIGH,false,false,false
402,Backlog clearance policy unclear,The policy for clearing backlogs is not documented and communicated differently by different professors and the examination section. Students cannot plan their academic recovery.,ACADEMIC,MEDIUM,false,false,false
403,Online attendance portal not updating,The online attendance portal has not been updating records for the past two weeks. Manual registers are being maintained but the portal discrepancy is causing false shortage alerts.,ACADEMIC,MEDIUM,false,false,false
404,Project defense rescheduled without notice,My final year project defense was rescheduled at 9 PM the evening before without any official communication. I only found out through a classmate.,ACADEMIC,HIGH,false,false,false
405,Same assignment given to two batches,The same assignment topic was given to two batches of students. This resulted in widespread copying between batches and unfair comparison of original work.,ACADEMIC,MEDIUM,false,false,false
406,Practical examination without prior syllabus,Students were not informed about which experiments would feature in the practical examination. The viva questions covered topics not mentioned in any available material.,ACADEMIC,HIGH,false,false,false
407,Professor missing from grading committee,The professor who taught a core subject was absent from the grading committee meeting. Another professor graded papers without any familiarity with what was taught in class.,ACADEMIC,HIGH,false,false,false
408,Attendance manually manipulated,There is evidence that attendance registers have been manually altered for certain students. Erased and overwritten entries are visible in multiple pages of the register.,ACADEMIC,CRITICAL,false,false,true
409,Subject expert not consulted for new course,A new industry-relevant course was introduced without consulting any subject expert or industry representative. The content is outdated and irrelevant to current job requirements.,ACADEMIC,MEDIUM,false,false,false
410,No doubt clearing sessions before exam,No doubt clearing or revision sessions were scheduled before the end-semester examination despite students formally requesting them. The professor said there was no time.,ACADEMIC,MEDIUM,false,false,false
411,Ceiling fan falling hazard in classroom,A ceiling fan in Room 211 is hanging loose from its mount. It wobbles visibly during operation and there is a clear risk of it falling on students seated below.,INFRASTRUCTURE,CRITICAL,false,false,true
412,Laboratory drain blocked causing overflow,The laboratory sink drain is blocked and overflows onto the floor during practical sessions. Students are walking through standing water near electrical equipment.,INFRASTRUCTURE,CRITICAL,false,false,true
413,Classroom whiteboard not visible from back rows,The whiteboard in Room 303 is too small and not visible from the last four rows. Students sitting there cannot read what is written and are disadvantaged.,INFRASTRUCTURE,LOW,false,false,false
414,No sanitary napkin disposal in ladies washroom,The ladies washrooms across campus have no sanitary napkin disposal units. This is a basic hygiene requirement that has been raised multiple times with no action.,INFRASTRUCTURE,HIGH,false,false,false
415,Lecture theatre PA system not working,The public address system in the main lecture theatre has been non-functional for a month. Faculty conducting large-batch lectures cannot be heard clearly beyond the fifth row.,INFRASTRUCTURE,MEDIUM,false,false,false
416,Hostel roof water tank contaminated,The overhead water tank for Block A hostel has not been cleaned in over a year. The water has a foul smell and a greenish tint suggesting algae growth.,INFRASTRUCTURE,CRITICAL,false,false,true
417,No speed breaker near college entrance,Vehicles enter the college at high speed through the main gate. There are no speed breakers or signage. A student was knocked down by a two-wheeler last week.,INFRASTRUCTURE,HIGH,false,false,false
